City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,dunedin,-45.8742,170.5036,4.89,91,2,0.89,NZ,1686167215
284,antsiranana,-12.2787,49.2917,24.39,77,0,8.41,MG,1686167215
285,bam,29.106,58.357,29.53,27,87,4.11,IR,1686167215
286,utrik,11.2278,169.8474,27.66,82,76,7.17,MH,1686167215
287,limon,10.0,-83.0333,31.7,70,0,4.63,CR,1686167215
288,nadym,65.5333,72.5167,10.57,69,95,4.71,RU,1686167215
289,trinidad,-14.8333,-64.9,31.99,58,20,2.57,BO,1686167215
290,minas de marcona,-15.2119,-75.1103,18.64,61,7,4.0,PE,1686166933
291,richards bay,-28.783,32.0377,21.54,56,0,4.45,ZA,1686167216
292,ginir,7.1333,40.7,15.86,75,24,1.2,ET,1686167216
293,whakatane,-37.9585,176.9854,12.91,70,23,6.06,NZ,1686167216
294,greenville,35.6127,-77.3663,24.09,80,100,0.45,US,1686167216
295,otjiwarongo,-20.4637,16.6477,14.04,37,0,3.26,NA,1686167216
296,atafu village,-8.5421,-172.5159,28.38,73,14,3.09,TK,1686167216
297,betio village,1.358,172.9211,27.02,77,95,3.62,KI,1686167216
298,nuku'alofa,-21.1333,-175.2,20.19,94,100,2.57,TO,1686167217
299,nowy dwor gdanski,54.2131,19.1177,17.87,78,10,1.98,PL,1686167217
300,crane,31.3974,-102.3501,30.28,33,47,2.28,US,1686167217
301,taman',45.2117,36.7161,19.53,70,86,5.29,RU,1686167217
302,talakan,50.3167,130.3667,14.42,84,100,4.71,RU,1686167217
303,laguna,38.421,-121.4238,24.13,57,0,4.63,US,1686167217
304,arraial do cabo,-22.9661,-42.0278,23.98,60,0,8.23,BR,1686167217
305,semnan,35.5729,53.3971,22.93,51,100,7.54,IR,1686167218
306,boende,-0.2167,20.8667,24.34,80,52,0.68,CD,1686167218
307,vilyuchinsk,52.9306,158.4028,7.15,78,18,1.63,RU,1686167218
308,plastun,44.7561,136.2939,11.8,98,100,0.95,RU,1686167218
309,damboa,11.156,12.7576,28.06,58,100,2.8,NG,1686167218
310,chu,43.5983,73.7614,22.43,32,57,5.39,KZ,1686167218
311,bereznik,62.8551,42.7072,4.46,67,29,1.46,RU,1686167218
312,manakara,-22.1333,48.0167,20.77,92,33,1.68,MG,1686167219
313,gamba,-2.65,10.0,22.99,87,100,2.48,GA,1686167219
314,naifaru,5.4444,73.3657,28.84,80,92,7.51,MV,1686167219
315,shenkursk,62.1091,42.896,5.11,66,61,1.99,RU,1686167219
316,tadine,-21.55,167.8833,20.31,67,19,5.24,NC,1686167219
317,al kharj,24.155,47.3346,35.32,17,20,2.84,SA,1686167219
318,gurupa,-1.405,-51.64,26.63,91,100,1.31,BR,1686167219
319,pariaman,-0.619,100.12,25.85,82,100,1.01,ID,1686167219
320,namie,37.4833,141.0,17.62,92,100,1.62,JP,1686167220
321,swan hill,-35.3378,143.5544,12.18,88,56,3.85,AU,1686167220
322,belmonte,-15.8631,-38.8828,24.42,70,12,4.57,BR,1686166996
323,bonthe,7.5264,-12.505,26.55,81,100,2.53,SL,1686167220
324,greenfields,-33.0333,27.8622,15.08,77,0,5.14,ZA,1686167220
325,terra santa,-2.1042,-56.4869,30.87,61,58,1.68,BR,1686167220
326,orchard homes,46.8633,-114.0484,29.95,40,0,2.57,US,1686167220
327,bowen,-20.0167,148.2333,18.09,85,34,2.68,AU,1686167221
328,lorengau,-2.0226,147.2712,27.05,80,84,1.05,PG,1686167221
329,palopo,-2.9996,120.1921,23.08,73,58,1.8,ID,1686167221
330,brevard,28.292,-80.7492,31.13,75,0,6.69,US,1686167221
331,wangaratta,-36.3667,146.3333,15.26,91,100,4.3,AU,1686167221
332,newman,37.3138,-121.0208,24.19,58,90,1.79,US,1686167221
333,mirzapur,25.15,82.5833,33.3,20,2,2.11,IN,1686167222
334,flying fish cove,-10.4217,105.6791,24.82,83,75,6.17,CX,1686167108
335,qamdo,31.1667,97.2333,3.74,56,0,0.38,CN,1686167222
336,ghat,24.9647,10.1728,32.42,17,10,3.86,LY,1686167222
337,daru,-9.0763,143.2092,25.62,89,100,7.37,PG,1686167222
338,namibe,-15.1961,12.1522,18.37,78,5,3.82,AO,1686167222
339,nenjiang,49.1833,125.2167,9.86,92,65,2.41,CN,1686167223
340,yeniseysk,58.4497,92.1703,18.34,75,50,2.35,RU,1686167223
341,debre werk',10.6667,38.1667,16.54,68,94,1.4,ET,1686167223
342,argo,37.6333,22.7333,22.66,69,94,0.37,GR,1686167223
343,alice springs,-23.7,133.8833,10.75,100,0,2.06,AU,1686167223
344,malvan,16.0667,73.4667,28.63,84,58,3.46,IN,1686167223
345,trincomalee,8.5711,81.2335,28.05,76,100,10.14,LK,1686167223
346,mariental,-24.6333,17.9667,16.05,17,0,4.57,NA,1686167224
347,sisimiut,66.9395,-53.6735,0.35,68,100,2.75,GL,1686167224
348,acarau,-2.8856,-40.12,27.32,80,2,5.78,BR,1686167224
349,horta,38.5333,-28.6333,18.9,74,40,5.81,PT,1686167224
350,saanen,46.4896,7.2596,20.43,85,8,1.52,CH,1686167224
351,saijo,33.9167,133.1833,18.6,63,100,0.7,JP,1686167224
352,westport,41.1415,-73.3579,20.96,42,100,4.63,US,1686167108
353,frontera,26.9333,-101.45,32.96,46,75,1.79,MX,1686167224
354,tazovsky,67.4667,78.7,6.3,76,58,3.5,RU,1686167225
355,jinchang,38.4953,102.1739,20.23,21,55,2.74,CN,1686167225
356,dwarka,22.2394,68.9678,28.51,84,16,7.3,IN,1686167225
357,sharkan,57.2989,53.8712,7.82,80,9,2.39,RU,1686167225
358,al jawf,29.5,38.75,28.66,18,0,1.97,SA,1686167225
359,bengkulu,-3.8004,102.2655,24.21,91,68,2.52,ID,1686167225
360,villa hidalgo,21.6667,-102.6,28.3,15,3,3.6,MX,1686167226
361,koster,-25.863,26.8976,13.26,60,5,2.41,ZA,1686167226
362,katsuren-haebaru,26.3369,127.8719,26.21,94,0,3.09,JP,1686167226
363,kavaratti,10.5669,72.642,30.19,74,95,5.88,IN,1686167226
364,bikenibeu village,1.3673,173.1241,26.98,89,75,3.6,KI,1686167226
365,san pedro,14.35,121.0167,26.81,91,75,1.54,PH,1686167043
366,karratha,-20.7377,116.8463,17.86,62,6,4.26,AU,1686167227
367,benguela,-12.5763,13.4055,21.02,88,75,0.74,AO,1686167041
368,ghadamis,30.1337,9.5007,28.78,25,100,4.51,LY,1686167227
369,ha'il,27.5219,41.6907,31.01,23,0,2.06,SA,1686167173
370,chadron,42.8294,-102.9999,29.98,35,20,3.09,US,1686167227
371,broome,42.2506,-75.833,18.81,42,100,7.2,US,1686167227
372,la punta,-33.1837,-66.3127,20.51,52,100,3.69,AR,1686167227
373,ardakan,32.31,54.0175,27.31,35,100,2.04,IR,1686167227
374,arzgir,45.3728,44.2206,17.52,64,37,2.59,RU,1686167228
375,kuching,1.55,110.3333,25.12,94,40,1.03,MY,1686167228
376,fu'an,27.0892,119.6453,24.88,99,100,0.51,CN,1686167228
377,margate,51.3813,1.3862,12.95,82,0,4.92,GB,1686166931
378,nanticoke,41.2054,-76.0049,21.58,41,6,4.99,US,1686167228
379,eyl,7.9803,49.8164,26.97,80,100,10.78,SO,1686167228
380,polyarnyy,69.1989,33.4478,5.68,70,100,0.85,RU,1686167228
381,sydney,-33.8679,151.2073,13.53,89,0,1.54,AU,1686167009
382,bantva,21.4864,70.0689,28.49,79,11,5.03,IN,1686167229
383,carbonear,47.7332,-53.2148,12.78,93,100,3.29,CA,1686167229
384,tari,12.4086,4.4914,34.04,38,24,3.97,NG,1686167229
385,ar ruways,24.1103,52.7306,30.45,53,0,1.22,AE,1686167229
386,ulladulla,-35.35,150.4667,12.09,87,82,3.88,AU,1686167229
387,galliano,29.4422,-90.2992,31.67,55,40,0.0,US,1686167229
388,nadi,-17.8,177.4167,21.0,88,100,2.57,FJ,1686167229
389,twon-brass,4.3151,6.2418,26.73,82,99,5.94,NG,1686167230
390,guerrero,17.6667,-100.0,31.98,35,68,1.29,MX,1686167230
391,san julian,21.0167,-102.1667,30.71,15,3,4.16,MX,1686167230
392,vila velha,-20.3297,-40.2925,24.97,85,0,3.6,BR,1686167230
393,champerico,14.3,-91.9167,33.3,62,100,3.86,GT,1686167230
394,tura,25.5198,90.2201,26.72,69,84,2.96,IN,1686167230
395,ouargla,31.9493,5.325,33.04,22,0,3.09,DZ,1686167230
396,cartagena del chaira,1.3349,-74.8429,30.42,56,19,1.42,CO,1686167231
397,nogliki,51.8333,143.1667,3.56,94,40,2.43,RU,1686167231
398,gunjur,13.2019,-16.7339,30.04,70,0,4.12,GM,1686167231
399,sikasso,10.9167,-7.0,32.41,37,100,0.99,ML,1686167231
400,tsurusaki,33.24,131.6844,18.57,86,100,0.79,JP,1686167231
401,yaren,-0.5472,166.916,28.39,77,90,3.66,NR,1686167231
402,palikir - national government center,6.9248,158.1611,28.17,75,88,3.73,FM,1686167231
403,saint augustine beach,29.8505,-81.2654,26.0,78,75,10.8,US,1686167232
404,ljusdal,61.8288,16.0913,12.97,59,97,1.17,SE,1686167232
405,sorong,-0.8833,131.25,25.55,89,100,2.76,ID,1686167232
406,duliagaon,27.3667,95.3167,27.93,55,14,0.83,IN,1686167232
407,puerto madryn,-42.7692,-65.0385,16.45,34,100,8.66,AR,1686167232
408,swellendam,-34.0226,20.4417,14.31,76,100,3.71,ZA,1686167232
409,oliver,49.1831,-119.5524,25.95,25,65,1.54,CA,1686167232
410,argostolion,38.1811,20.489,22.04,83,0,0.0,GR,1686167233
411,al artawiyah,26.5053,45.3444,31.59,21,2,4.73,SA,1686167233
412,chinde,26.8418,88.0763,21.94,48,42,2.05,NP,1686167233
413,kapa'a,22.0752,-159.319,27.18,77,20,4.12,US,1686167233
414,suntar,62.1444,117.6319,8.22,58,100,1.46,RU,1686167233
415,bandarbeyla,9.4942,50.8122,26.72,84,100,10.97,SO,1686167233
416,khamis mushait,18.3064,42.7292,24.34,35,0,0.0,SA,1686167233
417,guerrero negro,27.9769,-114.0611,20.09,53,30,7.79,MX,1686167234
418,gebeit,21.0667,36.3167,31.98,20,100,2.93,SD,1686167234
419,kingston,17.997,-76.7936,31.8,72,20,9.77,JM,1686167070
420,ostroda,53.6967,19.9649,16.01,73,1,2.95,PL,1686167234
421,kuqa,41.7278,82.9364,26.48,14,97,1.37,CN,1686167234
422,al khawr,25.7667,51.3167,33.24,28,0,2.79,QA,1686167234
423,ornskoldsvik,63.2909,18.7153,11.53,66,97,2.06,SE,1686167234
424,alappuzha,9.49,76.3264,26.71,81,93,2.22,IN,1686167235
425,luau,-10.7073,22.2247,20.97,35,10,0.62,AO,1686167235
426,kudahuvadhoo,2.6708,72.8944,27.93,79,100,3.98,MV,1686167235
427,cockburn town,21.4612,-71.1419,28.05,85,100,7.31,TC,1686167235
428,barakani,-12.1356,44.4317,26.08,77,28,1.28,KM,1686167235
429,sar-e pul,35.8333,66.1667,20.3,16,0,2.96,AF,1686167235
430,taglio di po,45.0047,12.2042,20.61,83,33,2.39,IT,1686167235
431,mettur,11.8,77.8,27.08,75,100,0.91,IN,1686167236
432,bocanda,7.0626,-4.4995,23.59,97,93,2.62,CI,1686167236
433,viet tri,21.3019,105.4308,27.97,85,100,1.21,VN,1686167236
434,chandler,33.3062,-111.8412,34.48,14,0,5.14,US,1686166718
435,hotan,37.0997,79.9269,22.56,28,99,3.05,CN,1686167236
436,pochaiv,50.0051,25.5118,12.12,90,100,3.13,UA,1686167236
437,hammerfest,70.6634,23.6821,4.25,75,75,2.57,NO,1686167236
438,bahia de kino,28.8333,-111.9333,33.84,41,16,4.99,MX,1686167236
439,peace river,56.2501,-117.286,21.17,32,0,4.63,CA,1686167237
440,viedma,-40.8135,-62.9967,14.85,24,100,7.39,AR,1686167237
441,eatonton,33.3268,-83.3885,34.08,56,64,4.46,US,1686167237
442,hadibu,12.65,54.0333,29.23,77,100,4.74,YE,1686167237
443,puerto baquerizo moreno,-0.9,-89.6,28.55,74,75,4.12,EC,1686167237
444,mil'kovo,55.6078,37.7956,15.73,82,69,1.09,RU,1686167237
445,sarmanovo,55.2553,52.5891,12.38,81,43,1.97,RU,1686167238
446,luorong,24.4058,109.6086,25.01,92,91,0.98,CN,1686167238
447,ouesso,1.6136,16.0517,22.7,92,49,1.09,CG,1686167238
448,belomorsk,64.5232,34.7668,6.04,63,25,3.27,RU,1686167238
449,kirakira,-10.4544,161.9205,25.74,86,19,2.62,SB,1686167238
450,castillos,-34.1667,-53.8333,16.03,83,100,1.74,UY,1686167238
451,port lincoln,-34.7333,135.8667,14.03,69,10,9.24,AU,1686167238
452,kuala belait,4.5833,114.1833,27.09,85,97,1.62,BN,1686167239
453,carnot,4.9409,15.8665,21.73,95,100,0.56,CF,1686167239
454,port alfred,-33.5906,26.891,14.54,92,2,1.34,ZA,1686167239
455,shillong,25.5689,91.8831,19.78,74,92,1.25,IN,1686167239
456,cabo san lucas,22.8909,-109.9124,31.45,53,0,9.26,MX,1686166990
457,sabang,5.8933,95.3214,28.28,76,96,8.11,ID,1686167239
458,byford,-32.2167,116.0,12.7,91,75,0.51,AU,1686167239
459,mount pearl,47.5166,-52.7813,12.07,95,100,1.03,CA,1686167239
460,kerikeri,-35.2268,173.9474,11.06,84,70,0.89,NZ,1686167240
461,afif,23.9065,42.9172,32.42,14,93,3.16,SA,1686167240
462,aceuchal,38.6712,-6.4963,25.03,55,100,5.09,ES,1686167240
463,ceeldheer,3.8488,47.1806,26.32,82,94,7.64,SO,1686167240
464,khandyga,62.6667,135.6,13.48,77,100,1.46,RU,1686167240
465,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,74,40,1.54,BR,1686167240
466,east ballina,-28.8667,153.5833,11.56,85,35,2.25,AU,1686167241
467,livingston,55.9029,-3.5226,13.25,76,20,4.63,GB,1686167241
468,greymouth,-42.4667,171.2,4.05,81,0,2.62,NZ,1686167241
469,i-n-salah,27.1935,2.4607,34.52,17,4,6.62,DZ,1686167241
470,bandon,51.7469,-8.7425,14.77,82,34,3.76,IE,1686167241
471,pingliang,35.5392,106.6861,17.32,34,30,2.98,CN,1686167241
472,banapur,19.7833,85.1833,31.1,56,100,3.33,IN,1686167242
473,sao jose da coroa grande,-8.8978,-35.1478,25.25,85,4,3.4,BR,1686167242
474,beau vallon,-20.4189,57.6953,25.13,65,40,3.09,MU,1686167242
475,sao joao da barra,-21.6403,-41.0511,28.05,71,1,4.58,BR,1686167242
476,antonio enes,-16.2325,39.9086,24.1,70,0,3.14,MZ,1686167242
477,arno,60.1167,18.6333,10.44,68,4,4.44,SE,1686167242
478,srandakan,-7.9386,110.2506,24.37,91,66,3.54,ID,1686167242
479,coari,-4.085,-63.1414,29.43,71,93,0.75,BR,1686167243
480,vargashi,55.3556,65.8467,12.3,90,58,5.31,RU,1686167243
481,kasongo-lunda,-6.4667,16.8167,23.85,69,59,0.41,CD,1686167243
482,piacabucu,-10.4056,-36.4344,25.02,86,70,3.54,BR,1686167243
483,oltinko'l,40.8011,72.1634,25.93,28,37,3.45,UZ,1686167243
484,sao paulo de olivenca,-3.3783,-68.8725,28.82,80,77,0.24,BR,1686167243
485,walvis bay,-22.9575,14.5053,13.94,88,0,1.54,NA,1686167243
486,sokcho,38.2083,128.5911,24.34,46,100,5.14,KR,1686167243
487,vryburg,-26.9566,24.7284,15.72,20,4,3.81,ZA,1686167244
488,nuuk,64.1835,-51.7216,2.34,69,75,5.14,GL,1686167244
489,zdvinsk,54.7021,78.661,18.85,65,85,2.61,RU,1686167244
490,wakkanai,45.4094,141.6739,12.35,98,100,3.61,JP,1686167244
491,taro,-8.3862,115.28,21.03,97,76,0.61,ID,1686167244
492,sarangani,5.4033,125.4636,28.38,74,100,3.62,PH,1686167245
493,linqiong,30.4159,103.4609,22.9,66,100,3.26,CN,1686167245
494,el calafate,-50.3408,-72.2768,1.15,85,88,2.46,AR,1686167245
495,kitee,62.1,30.15,7.66,71,22,2.04,FI,1686167245
496,tamanrasset,22.785,5.5228,32.95,10,40,3.09,DZ,1686167245
497,nova vicosa,-17.8919,-39.3719,23.28,72,34,3.15,BR,1686167245
498,nova olimpia,-14.7972,-57.2881,30.73,41,45,1.48,BR,1686167245
499,dryden,49.7833,-92.7503,20.16,37,100,4.63,CA,1686167246
500,correntina,-13.3433,-44.6367,29.68,31,22,2.19,BR,1686167246
501,kampene,-3.6,26.6667,22.21,72,7,0.82,CD,1686167247
502,buena vista,43.4203,-83.8986,22.51,37,0,7.2,US,1686167247
503,menongue,-14.6585,17.691,15.39,36,1,1.78,AO,1686167247
504,alpena,45.0617,-83.4327,21.18,37,75,5.66,US,1686167247
505,puerto aysen,-45.4,-72.7,7.02,93,100,0.0,CL,1686167248
506,khanty-mansiysk,61.0042,69.0019,12.06,100,75,2.0,RU,1686167248
507,woodland park,40.8898,-74.1949,20.47,35,100,5.66,US,1686167248
508,paradip garh,20.3167,86.6167,29.69,75,100,2.76,IN,1686167248
509,pauini,-7.7136,-66.9764,27.04,91,100,0.51,BR,1686167248
510,shahrak,34.1074,64.3052,13.02,25,0,1.41,AF,1686167248
511,toliara,-23.35,43.6667,22.71,51,0,3.51,MG,1686167248
512,cururupu,-1.8283,-44.8683,27.54,77,56,2.49,BR,1686167249
513,aomori,40.8244,140.74,15.29,98,0,1.8,JP,1686167249
514,puerto armuelles,8.2833,-82.8667,30.99,77,100,0.45,PA,1686167249
515,katsuura,35.1333,140.3,20.12,82,100,1.11,JP,1686167249
516,wau,7.7029,27.9953,26.55,61,14,1.9,SS,1686167249
517,tambacounda,13.7539,-13.7586,42.03,17,0,2.06,SN,1686167249
518,neftcala,39.3742,49.2472,20.63,70,62,7.96,AZ,1686167249
519,siwa oasis,29.2041,25.5195,32.11,24,81,5.15,EG,1686167250
520,pahrump,36.2083,-115.9839,23.61,33,95,2.68,US,1686167250
521,pitkyaranta,61.5734,31.4792,6.77,82,30,2.28,RU,1686167250
522,rakops,-21.0167,24.3333,21.14,25,0,3.3,BW,1686167250
523,rehoboth,-23.3167,17.0833,14.77,28,0,3.73,NA,1686167250
524,pueblo nuevo,23.3833,-105.3833,25.81,33,2,4.45,MX,1686167250
525,cleveland,41.4995,-81.6954,22.95,32,0,5.66,US,1686167057
526,as pontes de garcia rodriguez,43.4527,-7.8518,19.12,99,100,1.15,ES,1686167251
527,chichiriviche,10.9333,-68.2772,29.74,72,25,6.39,VE,1686167251
528,reggane,26.7158,0.1714,36.69,14,0,4.3,DZ,1686167251
529,taiyuan,37.8694,112.5603,14.92,72,0,1.0,CN,1686167251
530,machico,32.7,-16.7667,22.35,85,40,7.2,PT,1686167251
531,gowurdak,37.8124,66.0466,31.07,11,95,3.47,TM,1686167251
532,el abiodh sidi cheikh,32.893,0.5484,30.08,22,16,4.73,DZ,1686167251
533,hirara,24.8,125.2833,25.92,94,40,4.12,JP,1686167252
534,n'djamena,12.1067,15.0444,27.98,69,0,2.06,TD,1686167252
535,nikolayevsk-on-amure,53.1406,140.73,10.35,75,8,1.73,RU,1686167252
536,seosan,36.7817,126.4522,17.05,93,100,4.38,KR,1686167252
537,dawson creek,55.7666,-120.2362,21.8,26,0,4.63,CA,1686167252
538,ulan bator,47.9077,106.8832,11.07,46,40,0.0,MN,1686167252
539,zeribet el oued,34.6828,6.5111,29.92,37,100,3.21,DZ,1686167253
540,bharatpur,27.2167,77.4833,33.76,21,0,1.49,IN,1686167253
541,homer,59.6425,-151.5483,11.54,79,100,2.06,US,1686167253
542,mezhdurechensk,53.6942,88.0603,18.53,79,3,1.27,RU,1686167253
543,amursk,50.2261,136.8994,12.16,95,29,1.86,RU,1686167253
544,santa ana,33.7456,-117.8678,23.09,63,75,5.66,US,1686167253
545,shahrud,36.4182,54.9763,20.81,59,100,5.52,IR,1686167253
546,al hazm,16.1641,44.7769,30.89,16,67,1.02,YE,1686167253
547,al qusayr,34.5091,36.5798,22.6,55,0,0.41,SY,1686167254
548,mulanje,-16.0316,35.5,19.16,60,0,2.46,MW,1686167254
549,cangucu,-31.395,-52.6756,23.56,82,95,1.51,BR,1686167254
550,vicuna,-30.0319,-70.7081,27.09,32,58,2.57,CL,1686167218
551,saurimo,-9.6608,20.3916,21.97,41,23,1.2,AO,1686167254
552,guadalupe,25.6833,-100.25,32.42,55,40,2.57,MX,1686167193
553,wotho,10.1657,166.0102,28.1,80,75,8.02,MH,1686167254
554,leava,-14.3,-178.1667,27.51,72,97,2.63,WF,1686167254
555,kiama,-34.6833,150.8667,15.32,84,58,3.13,AU,1686167255
556,waterloo,43.4668,-80.5164,20.96,32,0,6.69,CA,1686167088
557,alta,69.9689,23.2717,7.59,57,75,3.6,NO,1686167255
558,rongelap,11.1635,166.8941,27.71,82,96,7.85,MH,1686167255
559,huanuni,-18.2667,-66.85,12.27,9,0,2.8,BO,1686167255
560,xiaoweizhai,26.1903,107.5125,21.27,96,82,1.12,CN,1686167255
561,santa ana de yacuma,-13.75,-65.4333,31.97,58,75,2.57,BO,1686167255
562,solnechnyy,50.7214,136.6319,12.3,96,69,1.52,RU,1686167255
563,awjilah,29.1081,21.2869,29.88,24,68,5.2,LY,1686167256
564,hengchun,22.0042,120.7439,27.46,78,82,4.01,TW,1686167256
565,floro,61.5996,5.0328,14.02,76,20,8.75,NO,1686167256
